file,scene,feature,s_sync_real,s_sync_rand_mean,s_sync_rand_std,slope,slope_rand_mean,slope_rand_std,norm_sync,norm_conv,EI_raw,EI
neutral_S02,neutral,intensity_std,0.1495771795381653,0.1828825999896496,0.0745909616338271,0.0004571251206291,0.0014690991763499,0.0012645316965867,-0.4465074550852853,0.8002757530336182,0.1768841489741664,0.2955515758063191
neutral_S02,neutral,speech_rate,0.4217582154087055,0.2099720404569623,0.1270241524388558,9.284770263391776e-05,-0.0002780466756818,0.0005711779935041,1.6672905969885403,-0.6493499093694607,0.5089703438095399,0.780505088657799
neutral_S02,neutral,mfcc_centroid_dist,0.1341336224997037,0.2288049645314879,0.1391582374426082,-8.300013221612386e-08,1.5012276169388816e-08,7.559490810603323e-07,-0.6803143225411192,0.1296547754883642,-0.2753297735263775,-0.3648273670332095
neutral_S02,neutral,embedding_cosine_dist,0.2701743583973209,0.249117697991029,0.1817526658202273,1.5769627997632494e-05,-8.939744705098849e-06,3.885011744164426e-05,0.1158533786080429,-0.6360179667370798,-0.2600822940645184,-0.3425611035083889
neutral_S03,neutral,pitch_mean,0.1826685496496716,0.1826342917541549,0.0837342048944286,0.005348958893666,4.282324733509725e-05,0.0103037860397782,0.0004091266592892,-0.514969509833215,-0.2572801915869628,-0.3384691253985067
neutral_S03,neutral,pitch_max,0.1680155196145674,0.2075162310119832,0.1322572115805647,-0.0332817272680001,0.0168502370716765,0.087541758016924,-0.2986658415473538,0.5726634405718107,0.1369987995122284,0.2373060340352603
neutral_S03,neutral,pitch_min,0.1778566815446213,0.2205780156771994,0.1145726372054158,-0.0053258792339488,0.0005530410677946,0.0255196712444017,-0.372875541443491,0.2303681832513054,-0.0712536790960928,-0.0668101039788436
neutral_S03,neutral,pitch_std,0.1873436490108159,0.2427615960666206,0.1937525033161761,-0.0170414530599221,2.5258523425006925e-05,0.0116155858709985,-0.286024418303234,1.4692940823552294,0.5916348320259976,0.901222042786272
neutral_S03,neutral,intensity_mean,0.2400036463286424,0.1762198695958914,0.091097737421168,-0.0012739969572828,0.0001765179928213,0.0052942304122558,0.7001686160202025,0.2739803214356239,0.4870744687279132,0.7485300119971869
neutral_S03,neutral,intensity_max,0.2830247954658972,0.1799081830865271,0.061597525394125,0.0019792472708279,-0.0002971642040879,0.0025658998984088,1.6740382299384562,-0.8871785981703646,0.3934298158840458,0.6117784575433688
neutral_S03,neutral,intensity_min,0.2133611030379211,0.1914025758498573,0.0813489802191158,-0.0025974077155511,0.0047254219631386,0.0078091832556374,0.2699299625996282,0.9377203017234094,0.6038251321615188,0.9190238333014288
neutral_S03,neutral,intensity_std,0.1424763928682291,0.1914183557768325,0.1181448434588817,-0.0013295539762144,0.0001743694553761,0.0022934114705014,-0.4142539062708802,0.6557582234738291,0.1207521586014744,0.2135806708487161
neutral_S03,neutral,speech_rate,0.1582239364172819,0.1943939924612737,0.1356478611817798,0.0002913019668174,-0.0001257769696123,0.0006361359544127,-0.2666467110419147,-0.6556443375610799,-0.4611455243014972,-0.6361786080150909
neutral_S03,neutral,mfcc_centroid_dist,0.1632103263684973,0.1856253851507929,0.1202833010356808,5.219254365797395e-07,5.351348359554253e-07,7.596780599566429e-07,-0.1863522084054411,0.0173881543669166,-0.0844820270192622,-0.0861277808179631
neutral_S03,neutral,embedding_cosine_dist,0.1436612333680146,0.2315288106836765,0.1773548511976602,2.88226299059655e-05,2.191380788916571e-05,3.1299176204145526e-05,-0.4954337404491652,-0.2207349475186738,-0.3580843439839195,-0.4856758704399686
neutral_S06,neutral,pitch_mean,0.1917496445415067,0.1814200842731557,0.0966722878973634,0.006106691969085,0.0101238800636395,0.008716351982836,0.1068513065431724,0.4608795173101127,0.2838654119266426,0.4517789049905701
neutral_S06,neutral,pitch_max,0.203726079703368,0.2367533994212666,0.1776411588355808,-0.0003758729613156,0.0159122626281353,0.0528611438838727,-0.1859215506946094,0.30813059258107,0.0611045209432303,0.1264757810173352
neutral_S06,neutral,pitch_min,0.2242791620845785,0.1898848494359594,0.1224263208051798,0.0373703170604484,0.0014997651092243,0.0199422485329117,0.280938873458034,-1.7987215379461907,-0.7588913322440783,-1.0709840222243063
neutral_S06,neutral,pitch_std,0.2297987433640067,0.1926568754145858,0.1024040956668487,0.009370179088636,0.0033395372249016,0.0092980879364854,0.3626990474116834,-0.6485894632239769,-0.1429452079061467,-0.171502979740704
neutral_S06,neutral,intensity_mean,0.193565717723912,0.1685793730788756,0.0659257609533623,0.0094767954049905,0.0004716577420025,0.0056100087626396,0.3790072997824391,-1.6051913720631938,-0.6130920361403773,-0.8580697791260221
neutral_S06,neutral,intensity_max,0.1654447187286213,0.1908759785137162,0.0865146163932616,4.3453804972765445e-05,5.9296584671002384e-05,0.0005924379907171,-0.2939533323420676,0.0267416673921611,-0.1336058324749532,-0.1578644636155717
neutral_S06,neutral,speech_rate,0.3273464927373757,0.2349311310635805,0.1612650624516795,0.0003793559467969,0.0004117051449234,0.0003250303656628,0.5730649916902244,0.099526695176722,0.3362958434334732,0.5283443338912239
